Name,Location,Cuisines,PriceRange,Ratings
Giani's,"Unitech Infospace, Sector 21, Gurgaon","Ice Cream, Desserts",1,Not rated
Chai Point,"Unitech Infospace, Sector 21, Gurgaon","Tea, Fast Food",1,Poor
Latitude - Vivanta By Taj,"Vivanta by Taj, Sector 44, Gurgaon","North Indian, Mediterranean, European, Asian, Chinese, Pizza",4,Good
Thai Pavilion - Vivanta By Taj,"Vivanta by Taj, Sector 44, Gurgaon","Thai, Asian",4,Very Good
3H Kitchen,"Vyapar Kendra, Palam Vihar","North Indian, Chinese",2,Average
Manish Sweets & Bakers,"Vyapar Kendra, Palam Vihar","Mithai, Bakery, Street Food",1,Average
Oasis Kitchen,"Vyapar Kendra, Palam Vihar","Chinese, North Indian",1,Average
Ramchandra Chinese Food,"Vyapar Kendra, Palam Vihar","Chinese, Fast Food",1,Average
Sona Chinese,"Vyapar Kendra, Palam Vihar",Chinese,1,Average
The Pastry Hut,"Vyapar Kendra, Palam Vihar","Bakery, Desserts",1,Average
Aggarwal Sweets & Restaurant,"Vyapar Kendra, Palam Vihar",Mithai,1,Not rated
Bhoomika,"Vyapar Kendra, Sushant Lok","Bakery, Desserts",1,Average
FoodZilla,"Vyapar Kendra, Sushant Lok","Chinese, Assamese",2,Average
Goli Vada Pav No. 1,"Vyapar Kendra, Sushant Lok",Street Food,1,Average
Indo Chinese,"Vyapar Kendra, Sushant Lok","North Indian, Chinese",1,Average
Kathi Junction,"Vyapar Kendra, Sushant Lok",Fast Food,1,Average
Romi da Dhaba,"Vyapar Kendra, Sushant Lok",North Indian,2,Average
Shamji Snacks,"Vyapar Kendra, Sushant Lok","Mithai, Street Food, South Indian, Chinese, North Indian",1,Average
The Lunch Break,"Vyapar Kendra, Sushant Lok",North Indian,1,Average
Veg O Non,"Vyapar Kendra, Sushant Lok",North Indian,2,Average
Alwar Sweets,"Vyapar Kendra, Sushant Lok","Mithai, Street Food",1,Good
Bakers Oven,"Vyapar Kendra, Sushant Lok","Bakery, Desserts",2,Good
Burgzz Bee,"Vyapar Kendra, Sushant Lok","Burger, Fast Food",1,Good
Chinese Corner,"Vyapar Kendra, Sushant Lok","Chinese, Thai",2,Good
Iroha,"Vyapar Kendra, Sushant Lok","Bakery, Fast Food",1,Good
Chaudhary Burfi Wala,"Vyapar Kendra, Sushant Lok","Mithai, Street Food",1,Not rated
Curry 'n' Phulka,"Vyapar Kendra, Sushant Lok","North Indian, Chinese",1,Poor
Wah Ji Wah,"Vyapar Kendra, Sushant Lok",North Indian,1,Poor
Woods Spice,"Woods Resort, Gurgaon","Continental, North Indian",3,Average
Mocha,"Anil Plaza, Christian Basti","Cafe, Italian",3,Excellent
Terra Mayaa Restaurant and Lounge,"Anil Plaza, Christian Basti","North Indian, Continental, Italian, Chinese",3,Good
The Basement CafÌ©,Chandmari,Cafe,2,Excellent
Strawberry Fields,Chandmari,Cafe,2,Very Good
Brooklyn Blues,Christian Basti,"Continental, European",3,Very Good
Confucius,Christian Basti,"Chinese, Thai",3,Very Good
The Woking Mama,Christian Basti,"Chinese, Thai, Japanese, Asian",3,Very Good
Underdoggs Sports Bar & Grill,Christian Basti,"North Indian, Continental",4,Very Good
The Zouq : Resto-Cafe,Dispur,"Cafe, North Indian, Italian",2,Very Good
BrewBakes,Six Mile,"Cafe, Continental, Chinese",2,Very Good
Barbeque Nation,Ulubari,North Indian,4,Excellent
Yo! China,Ulubari,Chinese,3,Good
4 Seasons,Uzan Bazaar,"Chinese, North Indian",1,Good
11th Avenue Cafe Bistro,Uzan Bazaar,"Cafe, American, Italian, Continental",2,Very Good
CafÌ© Riverrun,Uzan Bazaar,"Continental, Juices, Cafe, Desserts, Salad, Italian",2,Very Good
Fat Belly,Uzan Bazaar,"Asian, Chinese, Tibetan",2,Very Good
The Corner Cafe,Uzan Bazaar,"Cafe, Continental",3,Very Good
Chung Fa,Zoo Tiniali,Chinese,2,Very Good
Shanghai Salsa,Zoo Tiniali,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",3,Very Good
Three Guys,Zoo Tiniali,"Continental, North Indian, Chinese, Arabian, Thai",2,Very Good
Ziya,Zoo Tiniali,"Continental, Chinese",2,Very Good
Exotica,"12th Square Building, Banjara Hills","Mughlai, North Indian, Chinese",3,Very Good
AB's - Absolute Barbecues,Banjara Hills,"European, Mediterranean, North Indian",3,Excellent
Chili's,Banjara Hills,"Mexican, American, Tex-Mex, Burger",3,Excellent
The Fisherman's Wharf,Gachibowli,"Seafood, Continental, Goan, Asian, Andhra",3,Good
Chili's,Hitech City,"Mexican, American, Tex-Mex, Burger",3,Excellent
Pine & Dine,Hitech City,"North Indian, South Indian, Chinese",2,Very Good
Jonathan's Kitchen - Holiday Inn Express & Suites,Holiday Inn Express & Suites,"North Indian, Japanese, Italian",3,Very Good
AB's - Absolute Barbecues,Jubilee Hills,"European, Mediterranean, North Indian",3,Excellent
ConÌ_u,Jubilee Hills,"Bakery, Desserts",2,Excellent
Dock Forty Five,Jubilee Hills,"Continental, Asian",3,Very Good
Mocha Bar,Jubilee Hills,"North Indian, Continental, Italian",3,Very Good
Olive Bistro,Jubilee Hills,"Mediterranean, Italian, European",4,Very Good
Prost Brew Pub,Jubilee Hills,"Italian, Continental, Chinese",3,Very Good
United Kitchens of India,Jubilee Hills,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",3,Very Good
Heart Cup Coffee,Kondapur,"Cafe, Continental, North Indian, Chinese",3,Very Good
Churrolto,Madhapur,"Desserts, Cafe, Mexican",2,Excellent
The Grand Trunk Road,Madhapur,"North Indian, Chinese",3,Good
Sahib‰Ûªs Barbeque by Ohri‰Ûªs,Ohri' Hitech City,"Hyderabadi, Awadhi",3,Very Good
KYRO,Bhawar Kuan,"North Indian, Chinese, Continental, Mediterranean, Asian",3,Good
JAL - A Jungle Restaurant,Bhawar Kuan,"North Indian, Chinese",3,Very Good
Oye24,HIG-LIG,"North Indian, Chinese, South Indian",1,Very Good
Hobnob Gourmet CafÌ©bar,"Infiniti Hotel, Vijay Nagar","Italian, Continental",4,Very Good
Mangosteen Cafe,New Palasia,"Cafe, Fast Food, Italian, Mexican",2,Good
Mama Loca,New Palasia,"Greek, Lebanese",3,Very Good
Vidorra,New Palasia,"North Indian, Chinese",3,Very Good
Cafe Palette,Old Palasia,"Cafe, Lebanese, Italian",3,Good
Nafees Restaurant,Old Palasia,"North Indian, Mughlai",3,Very Good
The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",4,Good
Square - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",4,Very Good
Freito,Vijay Nagar,"Mexican, Italian",2,Average
Cafe Terazza,Vijay Nagar,"Cafe, Italian, Mexican, Chinese",2,Good
Cafe Yolo,Vijay Nagar,"Cafe, Fast Food",2,Good
Just My Bakes,Vijay Nagar,"Cafe, Bakery",2,Good
10 Downing Street,Vijay Nagar,"North Indian, Chinese",4,Very Good
Cakesmith's Alley,Vijay Nagar,"Bakery, Cafe, Fast Food",2,Very Good
The Yellow Chilli,Vijay Nagar,"North Indian, Mughlai, Seafood",3,Very Good
Waffle House,Vijay Nagar,"Cafe, Fast Food",2,Very Good
Mocha,YN Road,"Cafe, Continental, Italian, Street Food",3,Very Good
Tapri Central,C Scheme,"Cafe, Fast Food, Street Food",2,Excellent
Blackout,C Scheme,"North Indian, European, Continental, Finger Food",3,Good
Mamu's Infusion,C Scheme,"Italian, Chinese, Mexican, Thai, North Indian",3,Very Good
Nibs Cafe,C Scheme,"Cafe, Italian, Continental",2,Very Good
On The House,C Scheme,"Italian, Continental, Mexican, Cafe, Bakery",3,Very Good
WTF,C Scheme,"Continental, Italian, North Indian, Lebanese, Thai",3,Very Good
Chokhi Dhani,"Chokhi Dhani Village Resort, Tonk Road",Rajasthani,3,Very Good
Meraaki Kitchen,Civil Lines,"Modern Indian, Asian",3,Good
Taruveda Bistro,Civil Lines,"Cafe, Italian, Japanese, Continental",3,Very Good
The Forresta Kitchen & Bar,"Devraj Niwas, Bani Park","Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",3,Very Good
Monarch Restaurant - Holiday Inn Jaipur City Centre,"Holiday Inn Jaipur City Centre, Bais Godam","North Indian, Chinese, Continental, Rajasthani",4,Excellent
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,"Holiday Inn Jaipur City Centre, Bais Godam","Chinese, Asian",4,Very Good
Zolocrust - Hotel Clarks Amer,"Hotel Clarks Amer, Malviya Nagar","Italian, Bakery, Continental",4,Excellent
Mutual's,Lal Kothi,"Cafe, Mexican, Italian, North Indian, Fast Food",2,Very Good
O2- The Plant Cafe,Lal Kothi,Continental,2,Very Good
Cafe LazyMojo,Malviya Nagar,"Cafe, Mexican, Italian, Continental",2,Very Good
Replay,Tonk Road,"North Indian, Continental, Chinese, Italian, Mexican",3,Very Good
Sky Beach,Vaishali Nagar,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",3,Average
Decked Up By Garden Cafe,Vaishali Nagar,"Cafe, Fast Food, North Indian",3,Good
Calzone- Dine & Rooftop Lounge,Vidhyadhar Nagar,"Continental, Mexican, North Indian, Chinese",2,Good
Hucka,Arya Nagar,"Chinese, Fast Food",2,Average
The Zaffran,Ashok Nagar,"North Indian, Continental, Asian",3,Average
Gyan Vaishnav,Ashok Nagar,North Indian,2,Good
Liquid,Ashok Nagar,"Finger Food, North Indian, Continental, Italian, Mediterranean",3,Very Good
Royal Dine - Hotel Royal Cliff,Hotel Royal Cliff,"North Indian, Chinese",4,Very Good
Urban Crave Express,IIT Kanpur,"Cafe, Italian",2,Good
Atmosphere Grill Cafe Sheesha,Mall Road,"Indian, Chinese, Continental",1,Good
Mr Brown,Mall Road,"Bakery, Desserts, Fast Food",2,Good
Dunkin Donuts,Mall Road,"Desserts, Fast Food",2,Very Good
Little Chef,Mall Road,"North Indian, Fast Food",3,Very Good
UrbanCrave,Parade,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",1,Good
Chin Mi,"Rave 3, Tilak Nagar",Chinese,4,Good
Tadka,"Rave Moti, Kakadeo",North Indian,3,Good
Dhuaan,"Status Club, Kanpur Cantonment","North Indian, Mexican, Italian",4,Very Good
Upper Crust,Swaroop Nagar,"Bakery, Fast Food",2,Average
Anaicha's Food Joint,Swaroop Nagar,"Chinese, North Indian, Continental",3,Good
Aromas,Swaroop Nagar,Fast Food,2,Very Good
Waterside - The Landmark Hotel,"The Landmark Hotel, Mall Road","North Indian, Chinese",4,Good
Verandah,Tilak Nagar,"Chinese, Italian, Fast Food",4,Good
Barbeque Nation,"Z Square Mall, Mall Road","North Indian, Mughlai, Lebanese, Arabian, Mediterranean",3,Very Good
Nawras Seafood Restaurant,Chittoor Road,Seafood,3,Excellent
Ifthar,Edappally,Kerala,1,Good
Dhe Puttu,Edappally,Kerala,2,Very Good
Kashi Art Cafe,Fort Kochi,"European, Cafe",2,Very Good
Grand Hotel Restaurant,"Grand Hotel, MG Road","North Indian, Kerala, Chinese, Continental",3,Very Good
Barbeque Nation,Kacheripady,"European, North Indian, Mediterranean, American",3,Excellent
Chiyang,Kacheripady,"Chinese, Continental",2,Good
Slice of Spice,Kacheripady,"Fast Food, Biryani",1,Very Good
Mustake Multicuisine Restaurant,Kakkanad,"Chinese, Thai, North Indian, South Indian",3,Good
Palaaram,Kakkanad,"Kerala, Fast Food",2,Good
Tonico Cafe,Kakkanad,Cafe,1,Very Good
Cafe 17,Kaloor,"Cafe, Continental, Italian",2,Very Good
ChaiCofi,Kaloor,"Cafe, Continental, Italian",2,Very Good
Bloomsbury's Boutique Cafe and Artisan Bakery,"LuLu Mall, Edappally","Cafe, Bakery, Desserts",2,Very Good
Paragon,"LuLu Mall, Edappally","Kerala, South Indian, Continental, North Indian, Seafood, Chinese",2,Very Good
Aangan - Downtown Multicuisine Restaurant,Palarivattom,"Chinese, Seafood, North Indian, Biryani",2,Very Good
Ali Baba & 41 Dishes,Panampilly Nagar,"Kerala, South Indian, Chinese, Biryani",1,Good
Cocoa Tree,Panampilly Nagar,"Italian, Seafood, Mediterranean, Desserts, Cafe",3,Very Good
French Toast,Panampilly Nagar,"Continental, Cafe, Desserts, Bakery",2,Very Good
Thakkaaram,Vyttila,"Kerala, South Indian",2,Good
Asia Kitchen by Mainland China,"Acropolis Mall, Kasba ","Asian, Chinese",3,Excellent
Hoppipola,"Acropolis Mall, Kasba ","Italian, Mexican, American, Mediterranean",3,Very Good
Spice Kraft,Ballygunge,"Continental, Middle Eastern, Asian",3,Excellent
Nawwarah,Ballygunge,"Chinese, Cafe, North Indian, Desserts",3,Good
6 Ballygunge Place,Ballygunge,Bengali,3,Very Good
Mumbai Local,Ballygunge,"North Indian, Chinese, Street Food",3,Very Good
Gabbar's Bar & Kitchen,Camac Street Area,"North Indian, Chinese, Mexican, Italian",3,Very Good
TGI Friday's,Elgin,"Tex-Mex, American",3,Very Good
Santa's Fantasea,Golpark,"Seafood, Chinese",2,Very Good
India Restaurant,Kidderpore,"Biryani, North Indian, Chinese, Mughlai",2,Excellent
Flame & Grill,"Mani Square Mall, Kankurgachi","North Indian, Continental",3,Good
Barbeque Nation,Park Street Area,"North Indian, Chinese",3,Excellent
Mocambo,Park Street Area,"Continental, Italian, North Indian",3,Good
BarBQ,Park Street Area,"Chinese, North Indian",2,Very Good
Peter Cat,Park Street Area,"Continental, North Indian",3,Very Good
The Irish House,"Quest Mall, Ballygunge","European, American",3,Very Good
Barbeque Nation,"Sector 5, Salt Lake","North Indian, Chinese",3,Excellent
Ocean Grill,"Sector 5, Salt Lake","Continental, Seafood, North Indian, Asian",3,Good
Sigree Global Grill,"Silver Spring Arcade, Science City Area",North Indian,3,Very Good
What's Up,Southern Avenue,"Cafe, Chinese, Continental",3,Very Good
Grandson of Tunday Kababi,Aminabad,"Mughlai, Lucknowi",1,Excellent
Frozen Factory,Gomti Nagar,"Desserts, Ice Cream",1,Excellent
Mocha,Gomti Nagar,"Cafe, Italian, Continental",3,Excellent
Chemistry CafÌ©,Gomti Nagar,"Cafe, Continental, Chinese",2,Good
Homeys Cafe,Gomti Nagar,"Cafe, Fast Food",2,Good
Percussion,Gomti Nagar,"Continental, North Indian, Asian",3,Good
The Urban Terrace,Gomti Nagar,"North Indian, Continental",3,Good
Free Spirit,Gomti Nagar,"Cafe, Italian",2,Very Good
Spice Caves,Gomti Nagar,"North Indian, Chinese, Mughlai",3,Very Good
The Chocolate Heaven,Gomti Nagar,"Cafe, Italian, Desserts",2,Very Good
The Pebbles Bistro,Gomti Nagar,European,3,Very Good
Underdoggs Sports Bar & Grill,Gomti Nagar,"Mediterranean, Italian, American",3,Very Good
Vintage Machine,Gomti Nagar,"Italian, American, Lebanese",3,Very Good
Bar Bar,Hazratganj,"Cafe, Chinese, Thai, North Indian, Continental",3,Very Good
Dastarkhwan,Hazratganj,Mughlai,2,Very Good
The Cherry Tree Cafe,Hazratganj,"Cafe, Bakery",2,Very Good
Royal Sky,Lalbagh,"North Indian, Mughlai, Chinese, Continental",3,Very Good
L 14 - Renaissance Lucknow Hotel,Renaissance Lucknow Hotel,"North Indian, Continental, South Indian, Chinese, Thai, Asian",4,Very Good
Barbeque Nation,"Riverside Mall, Gomti Nagar",North Indian,4,Excellent
Colours by Royal Cafe - Royal Inn,"Royal Inn, Hazratganj","North Indian, Mughlai, Chinese",3,Very Good
Cappuccino Blast,Sadar Bazaar,"Cafe, Fast Food",2,Very Good
Basant Restaurant,"A Hotel, Gurdev Nagar","North Indian, Chinese, Fast Food",2,Good
Hawai Adda,Aggar Nagar,"North Indian, Chinese, Continental",3,Good
Indian Summer,BRS Nagar,"North Indian, Chinese",3,Very Good
Basant,Civil Lines,"North Indian, Chinese, South Indian, Fast Food",1,Good
Bistro 226,Civil Lines,"Italian, Continental, North Indian, Cafe",3,Very Good
Mocha,Gurdev Nagar,Cafe,2,Good
Pirates Of Grill,Gurdev Nagar,"North Indian, Mughlai",3,Good
Bistro Flamme Bois,Gurdev Nagar,"Italian, Continental, Mexican, Lebanese",3,Very Good
Kitchen At 95 - Hyatt Regency,"Hyatt Regency, Rajguru Nagar","Mediterranean, Chinese, Continental",4,Very Good
Domino's Pizza,"Main Market, Sarabha Nagar","Pizza, Fast Food",2,Good
Nando's,"Main Market, Sarabha Nagar","Portuguese, African",3,Good
Belfrance Luxury Chocolates,"Main Market, Sarabha Nagar","Cafe, Continental, Italian, Bakery",3,Very Good
Hot Breads,"Main Market, Sarabha Nagar","Continental, Chinese, Italian, Bakery",2,Very Good
The Yellow Chilli,"Main Market, Sarabha Nagar","Mughlai, North Indian, Chinese",3,Very Good
Spice Cube,PAU,"North Indian, Chinese, Continental",3,Good
Barbeque Nation,Rajguru Nagar,"North Indian, Chinese, Continental",3,Good
Nik Bakers,Sarabha Nagar,"Cafe, Bakery, Desserts",2,Very Good
Aman Chicken,Shastri Nagar,"North Indian, Mughlai",2,Excellent
District 6,"Silver Arc Mall, Gurdev Nagar","European, Chinese",3,Good
The BrewMaster - The Mix Fine Dine,"Westend Mall, Rajguru Nagar","North Indian, Continental",3,Good
#45,Attavar,Cafe,2,Good
Crave Desserts & Bakes,Balmatta,"Desserts, Bakery",1,Good
Diesel Cafe,Balmatta,"American, Italian",3,Good
Froth On Top,Balmatta,"Chinese, Mangalorean",2,Good
Hao Ming,Balmatta,Chinese,2,Good
Kobe Sizzlers,Balmatta,"Continental, American",3,Good
Liquid Lounge,Balmatta,"Finger Food, Continental, North Indian",3,Good
Maharaja Restaurant,Balmatta,"South Indian, North Indian",2,Good
Giri Manja's,Bhavathi,Seafood,2,Very Good
Kabab Studio,"Goldfinch Hotel, Balmatta","North Indian, Mughlai",4,Good
Brio Cafe and Grill,Hampankatta,"Cafe, Continental",2,Good
Gajalee Sea Food,Kadri,"Seafood, North Indian",3,Good
Smoke N Oven,Kadri,"Pizza, Italian",2,Good
Village Restaurant,Kadri,"Chinese, Continental, North Indian, Mughlai",3,Good
Barbeque Nation,Kankanady,"North Indian, Chinese",4,Good
Machali,Kodailbail,Seafood,3,Very Good
Punjab Da Pind,KS Rao Nagar,"North Indian, Mughlai, Chinese, Mangalorean",3,Good
Sizzler's Ranch,Lalbagh,Continental,2,Good
Spindrift,Lalbagh,"North Indian, Italian, Finger Food",2,Good
Sagar Ratna,"The Ocean Pearl, Kodailbail","South Indian, North Indian, Chinese",2,Good
The Shooters Cafe,Sector 70,"Continental, North Indian",2,Very Good
Joey's Pizza,Azad Nagar,Pizza,2,Very Good
Cafe Hydro,Borivali East,Asian,3,Very Good
The American Joint,Borivali West,"Healthy Food, American, Burger, Salad",2,Average
The Fusion Kitchen,Borivali West,"North Indian, Italian, Chinese, Mexican",3,Excellent
145 Kala Ghoda,Fort,"Fast Food, Beverages, Desserts",3,Very Good
Tea Villa Cafe,"Hill Road, Bandra West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",3,Very Good
Grandmama's Cafe,Juhu,"Continental, Italian",3,Good
Mumbai Vibe,"Linking Road, Bandra West","Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",3,Good
The Rolling Pin,Lower Parel,"Bakery, Desserts, Cafe",2,Good
Farzi Cafe,Lower Parel,Modern Indian,3,Very Good
SpiceKlub,Lower Parel,North Indian,3,Very Good
Tea Villa Cafe,"Majiwada, Thane West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",3,Good
Joey's Pizza,Malad West,Pizza,2,Excellent
Stacks And Racks,Malad West,"American, Burger, Fast Food",2,Excellent
The English Department Bar & Diner,Malad West,"Italian, Continental, Mexican, Japanese, American, British",3,Good
Mirchi And Mime,Powai,"North Indian, South Indian, Mughlai",3,Excellent
38 Degree East,Powai,"North Indian, Chinese, Thai",3,Good
R' ADDA,"Ramee Guestline Hotel, Juhu","Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",3,Very Good
Tea Villa Cafe,"Versova, Andheri West","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",3,Very Good
Tea Villa Cafe,Vile Parle East,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",3,Good
Hotel RRR Mysore,Chamrajpura,Andhra,1,Average
Jalpaan Dining Saga,Chamrajpura,"North Indian, Chinese, Italian",3,Good
The Old House,Chamrajpura,Italian,3,Good
Vinayaka Mylari,Doora,South Indian,1,Very Good
Empire Restaurant,Gokulam,"North Indian, Andhra, Mughlai",2,Good
Green Leaf,Gokulam,"North Indian, Chinese, South Indian",2,Good
Pakva Lounge,Gokulam,"Italian, North Indian, South Indian",2,Good
Spring - Radisson Blu Plaza,Ittige Gudu,"Continental, North Indian, South Indian",4,Good
Big Chicken,Jayalakhsmipuram,"North Indian, Chinese",2,Good
Barbeque Nation,Jayalakhsmipuram,"North Indian, European, Mediterranean",4,Very Good
Pizza Hut,Jayalakhsmipuram,"Pizza, Italian",2,Very Good
Tandooriwala,Kuvempunagar,North Indian,2,Good
Jungle The Restaurant,"Pai Hotels, Doora","North Indian, Continental, Chinese",3,Good
The Barge Restaurant,Vijay Nagar,"Continental, Chinese, North Indian",4,Average
By The Way,Vijay Nagar,"North Indian, Chinese, South Indian",2,Good
Cafe Cornucopia,Vijay Nagar,"Cafe, Continental, European, Beverages",2,Good
Mezzaluna,Vijay Nagar,"Continental, South Indian",2,Good
Nanking,Vijay Nagar,"Chinese, Thai",2,Good
Oyster Bay,Vijay Nagar,"North Indian, Asian, Continental",3,Good
Purple Haze,Vijay Nagar,Finger Food,3,Good
House of Caffeine,Bajaj Nagar,Fast Food,2,Average
Hide Out The Street Cafe,Bajaj Nagar,Cafe,1,Good
Tapri The Chai Books Cafe,Bajaj Nagar,"Continental, Fast Food, Tea",1,Good
Eat Street Express,Bajaj Nagar,"North Indian, Chinese",2,Very Good
Zaikart,Bajaj Nagar,"North Indian, Mughlai",2,Very Good
Cafe Zinea,Civil Lines,"Cafe, Chinese, Fast Food, Italian",2,Good
Checker's,Civil Lines,"Fast Food, Chinese",2,Very Good
The B.A.W.A,Civil Lines,Cafe,2,Very Good
FSB,Dhantoli,"Continental, North Indian, Thai, Chinese",3,Very Good
NESCAFÌä Illusions,Dharampeth,Cafe,2,Good
Nineties,Dharampeth,"Cafe, Fast Food",1,Good
Mocha,Dharampeth,"Cafe, Continental",3,Very Good
The Zuree Urban Kitchen,Mohan Nagar,"North Indian, Italian, Continental",3,Very Good
The Breakfast Story,Pratap Nagar,Cafe,2,Excellent
Ten Downing Street Restaurant & Bar,Ramdaspeth,"Chinese, Continental, North Indian",3,Very Good
Ashoka Restaurant,Sadar,"North Indian, Chinese, Continental",3,Very Good
Barbeque Nation,Sitabuldi,"North Indian, European, Mediterranean",4,Excellent
KFC,Sitabuldi,"American, Fast Food",2,Poor
Moksh The Restro Lounge,Sitabuldi,"Seafood, Chinese, Thai",3,Very Good
Mainland China,Vivekanand Nagar,Chinese,3,Good
Divtya Budhlya Wada Restaurant,Anand Wali Goan,Maharashtrian,2,Good
Spice Route,Anand Wali Goan,"North Indian, Maharashtrian",4,Good
Veg Aroma,Anand Wali Goan,North Indian,3,Good
Eastern Spice,"Bon Vivant, College Road",North Indian,3,Good
The Bake Studio,"Bon Vivant, College Road","Cafe, Desserts",2,Good
Barbeque Nation,"City Center, Parijat Nagar","North Indian, European, Mediterranean, Asian",4,Good
Chai Tapri,College Road,Cafe,1,Average
Curry Leaves,College Road,"North Indian, Chinese, Fast Food",3,Average
Enter The Dragon,College Road,Chinese,3,Average
The Cafe Katta,College Road,Cafe,3,Average
White X Sky Lounge,College Road,North Indian,3,Average
12212,College Road,Fast Food,2,Good
Al Arabian Express,College Road,Mughlai,3,Good
RiverDine Restaurant & Bar,College Road,"North Indian, Chinese",3,Good
Barbeque Ville,Parijat Nagar,North Indian,4,Good
Little Italy,Satpur,Italian,3,Average
Soma at Sula,Satpur,North Indian,4,Average
Hotel Radhakrishna,Satpur,"Malwani, North Indian, Chinese, Seafood",2,Good
Sadhana Restaurant,Satpur,Maharashtrian,1,Good
House Of Flavours,"SSK Solitaire, Satpur","North Indian, Chinese, Continental",3,Average
Food Cloud,Aaya Nagar,Cuisine Varies,2,Not rated
Burger.in,Adchini,Fast Food,1,Average
Days of the Raj,Adchini,"North Indian, Seafood, Continental",3,Average
Dilli Ka Dhaba,Adchini,"South Indian, North Indian",2,Average
Govardhan,Adchini,"South Indian, North Indian, Chinese",2,Average
Mezbaan Grills,Adchini,Mughlai,1,Average
Say Cheese,Adchini,Fast Food,1,Average
Southy,Adchini,South Indian,1,Average
Monosoz,Adchini,Pizza,1,Good
Waves,Adchini,"North Indian, Chinese",3,Good
Delhi Darbar,Adchini,"Chinese, North Indian",2,Poor
Chateau,Adchini,"Mediterranean, Italian",3,Very Good
Nariyal Cafe,Adchini,"Continental, Seafood, Goan, Andhra, Kerala, Thai",3,Very Good
Rustom's Parsi Bhonu,Adchini,Parsi,3,Very Good
BarShala,"Aditya Mega Mall, Karkardooma",Finger Food,2,Average
Chawla'så_,"Aditya Mega Mall, Karkardooma","North Indian, Mughlai",2,Average
Domino's Pizza,"Aditya Mega Mall, Karkardooma","Pizza, Fast Food",2,Average
Sultanat,"Aditya Mega Mall, Karkardooma","North Indian, Chinese, Continental",3,Good
Bella Italia,Aerocity,"Fast Food, Italian, Pizza",2,Average
Clever Fox Cafe,Aerocity,"North Indian, Continental, Chinese",2,Average
365 Naturals,Aerocity,"Continental, North Indian, Fast Food, Street Food, South Indian",2,Not rated
Tpot,Aerocity,Cafe,2,Not rated
4 on 44 Restaurant & Bar,"Aggarwal City Mall, Pitampura","North Indian, Chinese",3,Average
Rambhog,"Aggarwal City Mall, Pitampura","Street Food, Mithai",1,Average
Selfie Lounge Restro & Bar,"Aggarwal City Mall, Pitampura","North Indian, Chinese",3,Average
BTW,"Aggarwal City Plaza, Rohini","Street Food, South Indian, Mithai",1,Average
Chilli Pepper,"Aggarwal City Plaza, Rohini","North Indian, Chinese",2,Average
Pizza Hut,"Aggarwal City Plaza, Rohini","Italian, Pizza, Fast Food",3,Average
Puri Bakers,"Aggarwal City Plaza, Rohini","Bakery, Fast Food",1,Good
Jaiveer Naan & Chaap,"Aggarwal City Plaza, Rohini","North Indian, Fast Food",2,Poor
Aggarwal's Sweets Paradise,Alaknanda,"Mithai, North Indian, South Indian, Street Food",1,Average
Bikaner Sweets,Alaknanda,"Mithai, Street Food",1,Average
Cafe Coffee Day,Alaknanda,Cafe,1,Average
Cakeophony By Sonali,Alaknanda,Bakery,1,Average
Chandra Sweets,Alaknanda,"Mithai, North Indian, South Indian, Street Food",1,Average
Chhotu Mashhoor Kathi Roll,Alaknanda,Fast Food,1,Average
Green Chick Chop,Alaknanda,"Raw Meats, North Indian, Fast Food",1,Average
Lazeez Restaurant,Alaknanda,"Chinese, North Indian, Italian, Mughlai",2,Average
Madhuvan Chinese Fast Food,Alaknanda,Chinese,1,Average
Mr Wong,Alaknanda,"Chinese, Thai",2,Average
Mughlai Shahi Rasoi,Alaknanda,"North Indian, Mughlai",2,Average
Mumbai Central Street Food,Alaknanda,"Street Food, Fast Food, Beverages",1,Average
Neha's Treat,Alaknanda,Chinese,1,Average
New Bakers Shoppee,Alaknanda,"Bakery, Fast Food",1,Average
Pant  Ice Cream Parlour,Alaknanda,"Desserts, Ice Cream",1,Average
PM 2 AM Food Bank,Alaknanda,North Indian,2,Average
Punjabi Chaap Corner,Alaknanda,North Indian,1,Average
Sartaj Food Corner,Alaknanda,"North Indian, South Indian, Chinese",2,Average
The Sugar Therapy,Alaknanda,"Bakery, Desserts",1,Average
Biryani Binge,Alaknanda,"North Indian, Biryani",2,Good
City of Joy,Alaknanda,Bengali,2,Good
